compute_time,branch-instructions,branch-misses,cache-misses,cache-references,cpu-cycles,instructions,,stalled-cycles-backend,stalled-cycles-frontend,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-prefetch-misses,L1-dcache-prefetches,L1-icache-load-misses,L1-icache-loads,L1-icache-prefetches,LLC-load-misses,LLC-loads,LLC-stores,branch-load-misses,branch-loads,dTLB-load-misses,dTLB-loads,iTLB-load-misses,iTLB-loads,msr/aperf/,msr/mperf/,msr/tsc/,size,run_time,run_id,program,threads,hostname,host_cpu_user,host_cpu_system,host_cpu_idle,host_memused,speed_up
0.975319,1189923767.0,4262667.0,280804.0,10785562.0,8474301697.0,4465579985.0,,564850586.0,3155228756.0,0.0,0.0,8747.0,3714.57,1572.0,0.0,0.0,0.0,424.0,424.0,3739.79,5000798.0,2033038286.0,5708.0,3747870.0,4378585.0,1137041598.0,14337.0,509656.0,13312125.0,1421985.0,5008167.0,1173724317.0,281241.0,1829120464.0,24370.0,1022696876.0,8793926617.0,7706563373.0,7709556575.0,S,2024-04-08 02:45:51.757461,bfs_S_t1_crunchy1,bfs,1,crunchy1.cims.nyu.edu,2.94,58.95,38.1,5.07,1.0
0.85031,1229916683.0,5285104.0,307080.0,13061880.0,8986944546.0,4374920746.0,,575673594.0,3713809158.0,0.0,0.0,10611.0,3976.99,1667.0,0.0,0.0,0.0,425.0,425.0,4010.63,6124286.0,1970403124.0,6009.0,4442065.0,5224332.0,1081176334.0,15724.0,521591.0,15012256.0,1434118.0,5734211.0,1142552493.0,408395.0,1817357918.0,28347.0,1051125887.0,9412838737.0,8245797146.0,8248162179.0,S,2024-04-08 02:46:11.929909,bfs_S_t2_crunchy1,bfs,2,crunchy1.cims.nyu.edu,2.92,58.88,38.2,5.07,1.1470157942397479
0.837459,1235231641.0,5153693.0,311024.0,12418824.0,9065450127.0,4288362004.0,,526357712.0,3856436416.0,0.0,0.0,10287.0,3994.22,1759.0,0.0,0.0,0.0,423.0,423.0,4023.49,6323664.0,1972779716.0,6388.0,4580446.0,5234490.0,1057360848.0,14152.0,505078.0,14744693.0,1208189.0,5511265.0,1232919198.0,325544.0,1924775704.0,27216.0,1065849129.0,9453580051.0,8284929478.0,8287773251.0,S,2024-04-08 02:46:32.323365,bfs_S_t4_crunchy1,bfs,4,crunchy1.cims.nyu.edu,2.95,58.84,38.21,5.07,1.1646170140866599
0.623017,1205382895.0,3570215.0,248555.0,8949051.0,7982251032.0,4350184410.0,,496861050.0,2780389419.0,0.0,0.0,6969.0,3472.53,1478.0,0.0,0.0,0.0,423.0,423.0,3492.42,3894752.0,2000021934.0,5777.0,2983693.0,3282877.0,1109441750.0,21760.0,646549.0,11235844.0,1097745.0,3789267.0,1195858376.0,225266.0,1843751749.0,22083.0,1032282883.0,8248521337.0,7228952738.0,7229271638.0,S,2024-04-08 02:46:52.833681,bfs_S_t8_crunchy1,bfs,8,crunchy1.cims.nyu.edu,2.97,58.75,38.28,5.07,1.5654773465250547
0.799663,1205955976.0,4288879.0,289846.0,10933984.0,8479367467.0,4326897073.0,,570495045.0,3282808959.0,0.0,0.0,8361.0,3720.47,1572.0,0.0,0.0,0.0,425.0,425.0,3744.66,4565572.0,1976195538.0,6235.0,3536018.0,4350628.0,1096326506.0,21044.0,594607.0,13849733.0,1127367.0,4323912.0,1225160164.0,253391.0,1886524591.0,25453.0,1037063338.0,8825965116.0,7733778609.0,7734807542.0,S,2024-04-08 02:47:12.671553,bfs_S_t16_crunchy1,bfs,16,crunchy1.cims.nyu.edu,2.9,58.85,38.25,5.07,1.2196625328419597
0.56992,1217924831.0,4171510.0,259158.0,10114929.0,8237478142.0,4432547841.0,,521657161.0,2961981345.0,0.0,0.0,8021.0,3602.24,1434.0,0.0,0.0,0.0,423.0,423.0,3625.54,4484934.0,1924532964.0,6491.0,3982064.0,4625009.0,1106651987.0,24990.0,685669.0,11808499.0,1052007.0,3995726.0,1215933348.0,268699.0,1850505152.0,22977.0,1041281079.0,8537701326.0,7486693363.0,7487986093.0,S,2024-04-08 02:47:32.678752,bfs_S_t32_crunchy1,bfs,32,crunchy1.cims.nyu.edu,3.04,58.75,38.21,5.07,1.7113261510387423
0.726157,1201940983.0,3348936.0,247790.0,8535741.0,7792822881.0,4464179438.0,,532502191.0,2419516561.0,0.0,0.0,6624.0,3402.89,1378.0,0.0,0.0,0.0,423.0,423.0,3422.24,3778744.0,2014870834.0,5476.0,2770184.0,3558729.0,1077107625.0,22511.0,543186.0,10804118.0,835128.0,3453788.0,1204001812.0,223830.0,1844403042.0,21441.0,1011260394.0,8083076424.0,7087058995.0,7087970439.0,S,2024-04-08 02:47:52.808248,bfs_S_t64_crunchy1,bfs,64,crunchy1.cims.nyu.edu,3.0,58.71,38.29,5.07,1.3431241453294536
0.65232,1235413067.0,4186097.0,331559.0,11052596.0,8256759009.0,4385500353.0,,600917175.0,3078580454.0,0.0,0.0,8220.0,3613.96,1616.0,0.0,0.0,0.0,423.0,423.0,3637.67,4514522.0,1980199431.0,6008.0,3325769.0,3906055.0,1128928205.0,15840.0,748392.0,12691098.0,1126213.0,4061180.0,1239438539.0,257726.0,1916235491.0,23991.0,1048549287.0,8575283250.0,7515656216.0,7519080172.0,S,2024-04-08 02:48:13.408537,bfs_S_t128_crunchy1,bfs,128,crunchy1.cims.nyu.edu,2.98,58.83,38.19,5.07,1.4951542187883249
