compute_time,branch-instructions,branch-misses,cache-misses,cache-references,cpu-cycles,instructions,,stalled-cycles-backend,stalled-cycles-frontend,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-prefetch-misses,L1-dcache-prefetches,L1-icache-load-misses,L1-icache-loads,L1-icache-prefetches,LLC-load-misses,LLC-loads,LLC-stores,branch-load-misses,branch-loads,dTLB-load-misses,dTLB-loads,iTLB-load-misses,iTLB-loads,msr/aperf/,msr/mperf/,msr/tsc/,size,run_id,program,threads,hostname,host_cpu_user,host_cpu_system,host_cpu_idle,host_memused,speed_up
1.508446,5212338184.0,23707088.0,6869529.0,91280456.0,23184585443.0,20198921454.0,,2719284374.0,5912923872.0,0.0,0.0,11486.0,10008.12,2142.0,0.0,0.0,0.0,4320.0,4320.0,10039.36,25706874.0,8377643422.0,4584.0,16592015.0,10595373.0,5362956126.0,31296.0,6984830.0,84977253.0,11041130.0,22964391.0,5137656043.0,1960312.0,8496866554.0,33747.0,5446140198.0,23844103613.0,20914297437.0,20916845080.0,L,bfs_L_t1_crunchy1,bfs,1,crunchy1.cims.nyu.edu,2.94,58.83,38.23,5.14,1.0
1.214413,5202319690.0,24017997.0,6462600.0,93475439.0,24080369319.0,19993713389.0,,2656104407.0,6631746898.0,0.0,0.0,14106.0,10417.79,2161.0,0.0,0.0,0.0,4184.0,4184.0,10457.29,26649130.0,8500768033.0,4742.0,19360745.0,12802704.0,5451888512.0,36517.0,6594024.0,89364134.0,11370221.0,24177420.0,5121845134.0,1935356.0,8550072713.0,36412.0,5450939680.0,24823958448.0,21752653891.0,21759259037.0,L,bfs_L_t2_crunchy1,bfs,2,crunchy1.cims.nyu.edu,2.94,58.93,38.12,5.14,1.2421194437147824
1.389999,5216110048.0,25737881.0,7133182.0,94626569.0,24607846385.0,19876693595.0,,2683909291.0,7008365130.0,0.0,0.0,16389.0,10684.85,2222.0,0.0,0.0,0.0,3844.0,3844.0,10733.63,27424995.0,8456465069.0,4937.0,18320740.0,12437665.0,5464212314.0,23382.0,7168362.0,90896958.0,11520128.0,25169945.0,5177450413.0,2048244.0,8549674674.0,38941.0,5517377026.0,25406752884.0,22282675337.0,22296242938.0,L,bfs_L_t4_crunchy1,bfs,4,crunchy1.cims.nyu.edu,2.96,58.7,38.34,5.09,1.0852137303695901
1.180506,5096396163.0,25891576.0,6570515.0,92957430.0,24094300432.0,20105523636.0,,2735369593.0,6326415042.0,0.0,0.0,14010.0,10395.19,2287.0,0.0,0.0,0.0,4220.0,4220.0,10433.88,29667096.0,8489958649.0,4981.0,19420694.0,11976688.0,5443798535.0,33024.0,6868802.0,93072864.0,11671356.0,26105386.0,5124270326.0,1788239.0,8445810718.0,39036.0,5373295301.0,24748631978.0,21691914932.0,21695547427.0,L,bfs_L_t8_crunchy1,bfs,8,crunchy1.cims.nyu.edu,2.95,58.85,38.2,5.09,1.2777961314893782
1.572042,5136815333.0,25244631.0,7339155.0,97089357.0,23070714634.0,19919207181.0,,2612220537.0,5884212855.0,0.0,0.0,12779.0,9952.98,2020.0,0.0,0.0,0.0,4302.0,4302.0,9994.55,25926742.0,8341995853.0,3521.0,18248500.0,11517606.0,5266517583.0,25382.0,6116308.0,87670923.0,10946183.0,23810608.0,5074412902.0,1379660.0,8321873978.0,33648.0,5396682053.0,23707262689.0,20782621535.0,20789057132.0,L,bfs_L_t16_crunchy1,bfs,16,crunchy1.cims.nyu.edu,2.94,58.85,38.21,5.09,0.9595456101045646
1.05166,5229659651.0,24537096.0,6809139.0,96212049.0,24783158669.0,20767149830.0,,2850745330.0,6648161581.0,0.0,0.0,14445.0,10687.12,2274.0,0.0,0.0,0.0,4138.0,4138.0,10727.31,27607507.0,8485104044.0,4644.0,17595035.0,12242211.0,5373930252.0,33287.0,6908395.0,90075939.0,10883004.0,24759963.0,5105615466.0,1603902.0,8582775207.0,39164.0,5473965452.0,25433989906.0,22292931981.0,22296650938.0,L,bfs_L_t32_crunchy1,bfs,32,crunchy1.cims.nyu.edu,2.95,58.79,38.26,5.09,1.434347602837419
1.064955,5157961373.0,24499587.0,6817711.0,95163289.0,23954388661.0,20054952822.0,,2779731979.0,6478035515.0,0.0,0.0,13446.0,10341.77,2265.0,0.0,0.0,0.0,4148.0,4148.0,10381.17,31738078.0,8617028712.0,4519.0,18229321.0,11790321.0,5452463861.0,31697.0,7100824.0,94585818.0,12496432.0,24875523.0,5147077200.0,1722780.0,8458408735.0,38638.0,5406989723.0,24628958193.0,21587623370.0,21591600019.0,L,bfs_L_t64_crunchy1,bfs,64,crunchy1.cims.nyu.edu,2.97,58.83,38.2,5.09,1.4164410702799648
0.97538,5015182270.0,21801020.0,6642241.0,86041476.0,22402545380.0,19857153541.0,,2550618669.0,5257824980.0,0.0,0.0,10420.0,9627.44,2004.0,0.0,0.0,0.0,4104.0,4104.0,9657.4,26049587.0,8285453454.0,4555.0,18450240.0,10382709.0,5272442033.0,32993.0,6018605.0,80206103.0,9537000.0,21563283.0,4984106243.0,1403800.0,8191865277.0,31872.0,5213586605.0,22931246481.0,20125524046.0,20131123993.0,L,bfs_L_t128_crunchy1,bfs,128,crunchy1.cims.nyu.edu,2.91,58.88,38.21,5.09,1.5465213557792858
