compute_time,branch-instructions,branch-misses,bus-cycles,cache-misses,cache-references,cpu-cycles,instructions,ref-cycles,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-load-misses,branch-loads,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,iTLB-load-misses,iTLB-loads,node-load-misses,node-loads,node-store-misses,node-stores,mem-loads,mem-stores,msr/aperf/,msr/mperf/,msr/smi/,msr/tsc/,power/energy-cores/,power/energy-pkg/,power/energy-ram/,uncore_imc_0/cas_count_read/,uncore_imc_0/cas_count_write/,uncore_imc_0/clockticks/,uncore_imc_1/cas_count_read/,uncore_imc_1/cas_count_write/,uncore_imc_1/clockticks/,uncore_imc_4/cas_count_read/,uncore_imc_4/cas_count_write/,uncore_imc_4/clockticks/,uncore_imc_5/cas_count_read/,uncore_imc_5/cas_count_write/,uncore_imc_5/clockticks/,size,run_time,benchmark,run_id,program,threads,host_cpu_user,host_cpu_system,host_cpu_idle,host_memused,speed_up,hostname,Architecture,CPU op-mode(s),Byte Order,CPU(s),On-line CPU(s) list,Thread(s) per core,Core(s) per socket,Socket(s),NUMA node(s),Vendor ID,CPU family,Model,Model name,Stepping,CPU MHz,CPU max MHz,CPU min MHz,BogoMIPS,Virtualization,L1d cache,L1i cache,L2 cache,L3 cache,NUMA node0 CPU(s),NUMA node1 CPU(s),total_memory
1.8222,1826925945,22497756,262214076,9423395,49879448,6800907646,12084138530,6556596510,0,0,3335,2704.59,577,0,0,0,142176,142177,2708.09,70879366,3301298937,816706832,15971322,8014500,25674030,3087769,5352318,21078068,1707984544,3625136,3144363356,495367,795704236,970411,944716,5249234,976993,2250259,836116,0,811000986,6881026976,6697646025,0,6745088978,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,simlarge,2024-04-16 06:08:49.060387,parsec,fluidanimate_simlarge_t1_cuda1,fluidanimate,1,0.06,0.06,99.89,4.12,1.0,cuda1,x86_64,"32-bit, 64-bit",Little Endian,24,0-23,1,12,2,2,GenuineIntel,6,63,Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,2,1200.103,3300.0000,1200.0000,4999.75,VT-x,32K,32K,256K,30720K,"0,2,4,6,8,10,12,14,16,18,20,22","1,3,5,7,9,11,13,15,17,19,21,23",256 GiB
1.2788,1911561763,28612555,273210855,6987287,48975791,6746175715,12579829247,6848202218,0,0,3303,2828.30,577,0,0,0,147250,147252,2831.89,70922494,3440184614,880016512,16494579,4204467,23340715,4027814,6391854,27482631,1762457331,3843951,3202243937,486553,834180373,924956,850695,2872439,1915739,930776,1420890,0,823171654,6868786862,7012790345,0,7054219788,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,simlarge,2024-04-16 06:09:22.187832,parsec,fluidanimate_simlarge_t2_cuda1,fluidanimate,2,0.04,0.06,99.9,4.12,1.4249296215201752,cuda1,x86_64,"32-bit, 64-bit",Little Endian,24,0-23,1,12,2,2,GenuineIntel,6,63,Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,2,1200.103,3300.0000,1200.0000,4999.75,VT-x,32K,32K,256K,30720K,"0,2,4,6,8,10,12,14,16,18,20,22","1,3,5,7,9,11,13,15,17,19,21,23",256 GiB
0.8997999999999999,1842085274,27626526,291207033,7227570,50793436,6820484300,12313032996,7289853156,0,0,3369,3037.73,580,0,0,0,155560,155562,3041.30,73290095,3435696779,902080379,16717045,4147382,22762075,2482314,5293871,28648390,1949275388,3622329,3517992408,466968,887842434,907556,832469,2252607,1984718,1510068,1634469,0,879535956,7009533964,7517668288,0,7577397053,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,simlarge,2024-04-16 06:09:52.459136,parsec,fluidanimate_simlarge_t4_cuda1,fluidanimate,4,0.14,0.07,99.69,4.12,2.0251166925983553,cuda1,x86_64,"32-bit, 64-bit",Little Endian,24,0-23,1,12,2,2,GenuineIntel,6,63,Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,2,1200.103,3300.0000,1200.0000,4999.75,VT-x,32K,32K,256K,30720K,"0,2,4,6,8,10,12,14,16,18,20,22","1,3,5,7,9,11,13,15,17,19,21,23",256 GiB
0.9435999999999998,1984375305,36431880,354618172,9694126,55303213,7543704140,12655666212,8868751040,0,0,3530,3670.70,595,0,0,0,171543,171544,3674.63,76075436,3561587168,1007712863,16433749,5734341,25984033,2865267,5995678,37533153,1998302267,4123476,3597164968,641641,988798975,999400,909997,3337824,2556844,1454235,1941646,0,990260898,7767533012,9107370237,0,9158849228,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,simlarge,2024-04-16 06:10:20.790426,parsec,fluidanimate_simlarge_t8_cuda1,fluidanimate,8,0.08,0.07,99.85,4.12,1.9311148791860964,cuda1,x86_64,"32-bit, 64-bit",Little Endian,24,0-23,1,12,2,2,GenuineIntel,6,63,Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,2,1200.103,3300.0000,1200.0000,4999.75,VT-x,32K,32K,256K,30720K,"0,2,4,6,8,10,12,14,16,18,20,22","1,3,5,7,9,11,13,15,17,19,21,23",256 GiB
0.883,2244939785,38582229,395167381,8542557,55581331,8189907509,13766861225,9868527841,0,0,4026,4083.68,629,0,0,0,188200,188201,4087.59,78680732,3802175847,1107568914,17102853,6010213,27256956,3126920,6350736,36878514,2113378860,4541996,3750598476,693055,1089055311,967781,868776,3256232,2607069,1590464,1280025,0,1133719710,8323970221,10140363576,0,10191532584,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,simlarge,2024-04-16 06:10:49.603543,parsec,fluidanimate_simlarge_t16_cuda1,fluidanimate,16,0.04,0.06,99.9,4.12,2.063646659116648,cuda1,x86_64,"32-bit, 64-bit",Little Endian,24,0-23,1,12,2,2,GenuineIntel,6,63,Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,2,1200.103,3300.0000,1200.0000,4999.75,VT-x,32K,32K,256K,30720K,"0,2,4,6,8,10,12,14,16,18,20,22","1,3,5,7,9,11,13,15,17,19,21,23",256 GiB
0.8474,2394393496,48717033,464998038,12614747,65416579,9820904369,14961280409,11626524440,0,0,5715,4815.30,1526,0,0,0,221822,221823,4820.53,88812691,4228546663,1360357217,18269207,9898343,34259627,3568094,7003015,50788616,2513349166,5118537,4447446757,851163,1350674968,935002,878546,4842499,3963573,1633512,2056495,0,1345675669,9963415887,11969633929,0,12014825495,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,simlarge,2024-04-16 06:11:17.628205,parsec,fluidanimate_simlarge_t32_cuda1,fluidanimate,32,0.08,0.06,99.83,4.13,2.150342223271182,cuda1,x86_64,"32-bit, 64-bit",Little Endian,24,0-23,1,12,2,2,GenuineIntel,6,63,Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,2,1200.103,3300.0000,1200.0000,4999.75,VT-x,32K,32K,256K,30720K,"0,2,4,6,8,10,12,14,16,18,20,22","1,3,5,7,9,11,13,15,17,19,21,23",256 GiB
0.9958,2847065130,50036468,523307895,15131879,70367130,11633266745,16810618447,13090292345,0,0,9874,5409.13,3324,0,0,0,242299,242300,5416.58,96152607,4881453868,1637299360,18872325,11736828,37467582,4516454,7837502,50375476,2842767039,5723227,4974672031,1044179,1624924701,1027571,904435,5920850,5339144,1653966,1985429,0,1608572545,11766545248,13450709384,0,13488239350,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,simlarge,2024-04-16 06:11:46.346618,parsec,fluidanimate_simlarge_t64_cuda1,fluidanimate,64,0.04,0.14,99.82,4.12,1.8298855191805583,cuda1,x86_64,"32-bit, 64-bit",Little Endian,24,0-23,1,12,2,2,GenuineIntel,6,63,Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,2,1200.103,3300.0000,1200.0000,4999.75,VT-x,32K,32K,256K,30720K,"0,2,4,6,8,10,12,14,16,18,20,22","1,3,5,7,9,11,13,15,17,19,21,23",256 GiB
1.2978,3559392925,49409304,633582876,20848365,82746387,14398052632,19462207105,15875349900,0,0,17872,6570.36,6050,0,0,0,295466,295468,6582.12,109360334,5963239723,2120397796,20365464,15884951,48239919,5526542,9963302,50752393,3663210674,7550580,6117739222,1398531,2188544523,1343375,1033005,8744677,7909571,2313436,2716176,0,2141764483,15320494254,16333638247,0,16370054211,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,<not supported>,simlarge,2024-04-16 06:12:15.418712,parsec,fluidanimate_simlarge_t128_cuda1,fluidanimate,128,0.04,0.08,99.87,4.12,1.404068423485899,cuda1,x86_64,"32-bit, 64-bit",Little Endian,24,0-23,1,12,2,2,GenuineIntel,6,63,Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,2,1200.103,3300.0000,1200.0000,4999.75,VT-x,32K,32K,256K,30720K,"0,2,4,6,8,10,12,14,16,18,20,22","1,3,5,7,9,11,13,15,17,19,21,23",256 GiB
