compute_time,branch-instructions,branch-misses,cache-misses,cache-references,cpu-cycles,instructions,,stalled-cycles-backend,stalled-cycles-frontend,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-prefetch-misses,L1-dcache-prefetches,L1-icache-load-misses,L1-icache-loads,L1-icache-prefetches,LLC-load-misses,LLC-loads,LLC-stores,branch-load-misses,branch-loads,dTLB-load-misses,dTLB-loads,iTLB-load-misses,iTLB-loads,msr/aperf/,msr/mperf/,msr/tsc/,size,run_time,benchmark,run_id,program,threads,hostname,host_cpu_user,host_cpu_system,host_cpu_idle,host_memused,speed_up
0.028411,376249544.0,315915.0,434695.0,1513888.0,1794399201.0,1018280646.0,,157434130.0,337436191.0,0.0,0.0,360.0,1051.03,203.0,0.0,0.0,0.0,427.0,427.0,1051.65,2291122.0,1250384427.0,2359.0,3543608.0,4460806.0,681627632.0,65711.0,969523.0,3304741.0,626450.0,364174.0,435492420.0,8068.0,625007702.0,1073.0,346996431.0,2421534566.0,2201610789.0,2205014790.0,S,2024-04-12 21:18:59.758313,rodinia,bfs_S_t1_crunchy1,bfs,1,crunchy1.cims.nyu.edu,0.04,0.03,99.93,3.48,1.0
0.02012,533949231.0,344951.0,310894.0,1301216.0,2863460074.0,1808319456.0,,69698479.0,539569479.0,0.0,0.0,502.0,1384.79,250.0,0.0,0.0,0.0,428.0,428.0,1385.6,3569514.0,1251548690.0,3062.0,2353681.0,3706406.0,699012214.0,62338.0,1060287.0,4434333.0,1033380.0,547451.0,591395013.0,11619.0,869586191.0,1238.0,494636039.0,3171650976.0,2900100522.0,2905121320.0,S,2024-04-12 21:19:16.253250,rodinia,bfs_S_t2_crunchy1,bfs,2,crunchy1.cims.nyu.edu,0.04,0.04,99.92,3.49,1.4120775347912524
0.018676,458897698.0,324656.0,328399.0,1270822.0,2437591996.0,1508154441.0,,133968431.0,396153781.0,0.0,0.0,401.0,1197.85,192.0,0.0,0.0,0.0,428.0,428.0,1198.55,3823447.0,1168410581.0,3244.0,1627087.0,4388725.0,682910114.0,67677.0,1251924.0,5154908.0,1011210.0,523265.0,516485629.0,13304.0,747646816.0,1240.0,408366009.0,2747966779.0,2508818673.0,2512918678.0,S,2024-04-12 21:19:32.603858,rodinia,bfs_S_t4_crunchy1,bfs,4,crunchy1.cims.nyu.edu,0.02,0.02,99.96,3.49,1.5212572285285926
0.049322,832998026.0,575188.0,453882.0,2068612.0,4412968349.0,2926375428.0,,47794806.0,783368989.0,0.0,0.0,642.0,2082.3,278.0,0.0,0.0,0.0,428.0,428.0,2083.23,1186827.0,1439004250.0,5640.0,1139280.0,3706656.0,942950605.0,55915.0,992690.0,4239346.0,954473.0,645274.0,897998289.0,14969.0,1321253518.0,1692.0,775132321.0,4725810156.0,4360465836.0,4369433721.0,S,2024-04-12 21:19:48.934638,rodinia,bfs_S_t8_crunchy1,bfs,8,crunchy1.cims.nyu.edu,0.04,0.05,99.91,3.5,0.5760309800900206
0.018105,332630573,269217,382387,1379542,1734047964,809050070,,<not counted>,<not counted>,0,0,321,944.96,175,0,0,0,428,428,945.58,2137831,1325089342,2118,2577274,3367926,477312689,55860,704737,3403200,402946,280137,378811256,6803,540238646,813,303899105,2183272451,1979198972,1982345087,S,2024-04-12 21:20:05.345435,rodinia,bfs_S_t16_crunchy1,bfs,16,crunchy1.cims.nyu.edu,0.08,0.11,99.8,3.5,1.5692350179508423
0.050984,427548748.0,308692.0,332168.0,883164.0,2006850275.0,1295531228.0,,51233090.0,362108359.0,0.0,0.0,471.0,1192.61,236.0,0.0,0.0,0.0,428.0,428.0,1193.36,1720361.0,1100849361.0,2912.0,2621108.0,2934209.0,640911826.0,46793.0,778746.0,3331578.0,707828.0,431604.0,491118059.0,14033.0,723327105.0,1833.0,396355540.0,2741065303.0,2497476768.0,2501773632.0,S,2024-04-12 21:20:21.659101,rodinia,bfs_S_t32_crunchy1,bfs,32,crunchy1.cims.nyu.edu,1.02,0.09,98.89,3.5,0.5572532559234269
0.027448,352090673.0,250252.0,316413.0,1121064.0,1987126557.0,1163391475.0,,112787518.0,344044838.0,0.0,0.0,335.0,977.75,179.0,0.0,0.0,0.0,428.0,428.0,978.37,3127449.0,1385707616.0,2038.0,3963567.0,3358631.0,488065531.0,47775.0,704320.0,3137200.0,551756.0,341521.0,403542496.0,6674.0,585132008.0,860.0,329299933.0,2257503402.0,2047988059.0,2051197040.0,S,2024-04-12 21:20:37.995755,rodinia,bfs_S_t64_crunchy1,bfs,64,crunchy1.cims.nyu.edu,0.03,0.03,99.94,3.49,1.0350845234625472
0.020152,299669125,261444,361955,1091407,1429714935,823608025,,51166159,<not counted>,0,0,303,857.25,205,0,0,0,428,428,857.86,2917297,1194290341,1791,4415525,3198429,463384355,48494,704033,3041643,472268,280735,342893328,6955,495483825,1160,279997897,1988971435,1795777690,1798197710,S,2024-04-12 21:20:54.301832,rodinia,bfs_S_t128_crunchy1,bfs,128,crunchy1.cims.nyu.edu,0.03,0.03,99.95,3.49,1.4098352520841604
