compute_time,branch-instructions,branch-misses,cache-misses,cache-references,cpu-cycles,instructions,,stalled-cycles-backend,stalled-cycles-frontend,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-prefetch-misses,L1-dcache-prefetches,L1-icache-load-misses,L1-icache-loads,L1-icache-prefetches,LLC-load-misses,LLC-loads,LLC-stores,branch-load-misses,branch-loads,dTLB-load-misses,dTLB-loads,iTLB-load-misses,iTLB-loads,msr/aperf/,msr/mperf/,msr/tsc/,size,run_time,benchmark,run_id,program,threads,host_cpu_user,host_cpu_system,host_cpu_idle,host_memused,speed_up,hostname,Architecture,CPU op-mode(s),Byte Order,CPU(s),On-line CPU(s) list,Thread(s) per core,Core(s) per socket,Socket(s),NUMA node(s),Vendor ID,CPU family,Model,Model name,Stepping,CPU MHz,BogoMIPS,Virtualization,L1d cache,L1i cache,L2 cache,L3 cache,NUMA node0 CPU(s),NUMA node1 CPU(s),NUMA node2 CPU(s),NUMA node3 CPU(s),NUMA node4 CPU(s),NUMA node5 CPU(s),NUMA node6 CPU(s),NUMA node7 CPU(s),total_memory
0.0083536,179910249.0,1236786.0,186660.0,3573391.0,442077471.0,789332359.0,,85510599.0,17322372.0,0.0,0.0,37.0,186.29,5.0,0.0,0.0,0.0,874.0,874.0,186.32,1843132.0,287524693.0,58.0,779356.0,311266.0,214228864.0,1010.0,142748.0,4193711.0,331415.0,1161085.0,183683158.0,3003.0,275776000.0,477.0,214559016.0,446991367.0,391110401.0,391103835.0,simmedium,2024-04-16 02:41:17.816010,rodinia,bfs_simmedium_t1_crunchy1,bfs,1,22.16,0.23,77.51,7.29,1.0,crunchy1,x86_64,"32-bit, 64-bit",Little Endian,64,0-63,2,8,4,8,AuthenticAMD,21,1,AMD Opteron(TM) Processor 6272,2,2100.099,4200.19,AMD-V,16K,64K,2048K,6144K,0-7,8-15,32-39,40-47,48-55,56-63,16-23,24-31,256 GiB
0.006023199999999999,187800137.0,1119264.0,333520.0,4491739.0,460920495.0,780031377.0,,92759661.0,21032961.0,0.0,0.0,27.0,194.42,4.0,0.0,0.0,0.0,879.0,879.0,194.45,2206356.0,297950354.0,61.0,568614.0,528531.0,208551329.0,1480.0,688318.0,5483262.0,702890.0,1657700.0,175075023.0,4318.0,278288469.0,296.0,218520722.0,466517221.0,408196281.0,408189774.0,simmedium,2024-04-16 02:41:35.068885,rodinia,bfs_simmedium_t2_crunchy1,bfs,2,0.07,0.1,99.82,6.69,1.386903971310931,crunchy1,x86_64,"32-bit, 64-bit",Little Endian,64,0-63,2,8,4,8,AuthenticAMD,21,1,AMD Opteron(TM) Processor 6272,2,2100.099,4200.19,AMD-V,16K,64K,2048K,6144K,0-7,8-15,32-39,40-47,48-55,56-63,16-23,24-31,256 GiB
0.0041534,191352878.0,1585192.0,431898.0,5506179.0,483709181.0,754982200.0,,90387697.0,38861396.0,0.0,0.0,27.0,203.98,6.0,0.0,0.0,0.0,884.0,884.0,204.02,2025136.0,301138884.0,62.0,711705.0,1030655.0,229713310.0,1219.0,98650.0,3783439.0,853743.0,1906980.0,175764384.0,5133.0,282602824.0,422.0,232102047.0,489444768.0,428255826.0,428247362.0,simmedium,2024-04-16 02:41:52.176896,rodinia,bfs_simmedium_t4_crunchy1,bfs,4,1.57,0.13,98.29,6.72,2.0112678769201136,crunchy1,x86_64,"32-bit, 64-bit",Little Endian,64,0-63,2,8,4,8,AuthenticAMD,21,1,AMD Opteron(TM) Processor 6272,2,2100.099,4200.19,AMD-V,16K,64K,2048K,6144K,0-7,8-15,32-39,40-47,48-55,56-63,16-23,24-31,256 GiB
0.0040126,202528657.0,1179051.0,164994.0,3911901.0,506313686.0,892430871.0,,98583378.0,27549773.0,0.0,0.0,32.0,213.44,11.0,0.0,0.0,0.0,893.0,893.0,213.5,2103835.0,311942747.0,76.0,788261.0,551549.0,220273147.0,2587.0,751860.0,3885113.0,785420.0,1358960.0,184208978.0,7210.0,291154625.0,447.0,234919755.0,512098699.0,448071311.0,448058050.0,simmedium,2024-04-16 02:42:09.734706,rodinia,bfs_simmedium_t8_crunchy1,bfs,8,1.57,0.13,98.3,6.85,2.0818421970792005,crunchy1,x86_64,"32-bit, 64-bit",Little Endian,64,0-63,2,8,4,8,AuthenticAMD,21,1,AMD Opteron(TM) Processor 6272,2,2100.099,4200.19,AMD-V,16K,64K,2048K,6144K,0-7,8-15,32-39,40-47,48-55,56-63,16-23,24-31,256 GiB
0.0051508000000000005,222097051.0,2047330.0,410741.0,6127119.0,605883384.0,1049930625.0,,107010881.0,49516240.0,0.0,0.0,50.0,256.31,25.0,0.0,0.0,0.0,910.0,910.0,256.44,2764334.0,386091612.0,80.0,694660.0,1412921.0,273615682.0,6618.0,615098.0,4794390.0,1159694.0,1815763.0,178659634.0,6706.0,308407424.0,650.0,266302755.0,614778674.0,537898076.0,537866304.0,simmedium,2024-04-16 02:42:26.823249,rodinia,bfs_simmedium_t16_crunchy1,bfs,16,1.57,0.05,98.37,6.95,1.6218063213481397,crunchy1,x86_64,"32-bit, 64-bit",Little Endian,64,0-63,2,8,4,8,AuthenticAMD,21,1,AMD Opteron(TM) Processor 6272,2,2100.099,4200.19,AMD-V,16K,64K,2048K,6144K,0-7,8-15,32-39,40-47,48-55,56-63,16-23,24-31,256 GiB
0.0088974,327295944.0,2300631.0,470307.0,8434390.0,900548774.0,1509640156.0,,189876622.0,56690487.0,0.0,0.0,99.0,385.78,60.0,0.0,0.0,0.0,945.0,945.0,386.06,4667736.0,530176098.0,223.0,1419455.0,1273239.0,296795896.0,5071.0,583668.0,5776325.0,915992.0,2036645.0,256257855.0,10310.0,420485583.0,1210.0,381279381.0,924945934.0,809254758.0,809185609.0,simmedium,2024-04-16 02:42:44.348226,rodinia,bfs_simmedium_t32_crunchy1,bfs,32,0.05,0.14,97.07,7.69,0.9388810214219884,crunchy1,x86_64,"32-bit, 64-bit",Little Endian,64,0-63,2,8,4,8,AuthenticAMD,21,1,AMD Opteron(TM) Processor 6272,2,2100.099,4200.19,AMD-V,16K,64K,2048K,6144K,0-7,8-15,32-39,40-47,48-55,56-63,16-23,24-31,256 GiB
0.0224758,430843566.0,1642750.0,856884.0,6844264.0,2532864042.0,3051440170.0,,304560744.0,281716431.0,0.0,0.0,335.0,1163.64,202.0,0.0,0.0,0.0,1016.0,1016.0,1164.31,8000952.0,1262904323.0,1623.0,2682302.0,2767714.0,799033232.0,23544.0,820034.0,6643225.0,1192628.0,1564323.0,532296505.0,22752.0,732323753.0,1726.0,405684914.0,2718603207.0,2438394983.0,2441440241.0,simmedium,2024-04-16 02:43:01.492047,rodinia,bfs_simmedium_t64_crunchy1,bfs,64,0.04,0.05,99.91,6.69,0.37167086377348074,crunchy1,x86_64,"32-bit, 64-bit",Little Endian,64,0-63,2,8,4,8,AuthenticAMD,21,1,AMD Opteron(TM) Processor 6272,2,2100.099,4200.19,AMD-V,16K,64K,2048K,6144K,0-7,8-15,32-39,40-47,48-55,56-63,16-23,24-31,256 GiB
0.037684999999999996,265125055.0,2419939.0,855705.0,7770476.0,947883707.0,1595748461.0,,190108624.0,45197984.0,0.0,0.0,5232.0,475.95,1371.0,0.0,0.0,0.0,1160.0,1160.0,482.54,3857588.0,558482297.0,224.0,2347360.0,1615928.0,320208566.0,13296.0,917971.0,8504130.0,1647325.0,2603397.0,212810342.0,26525.0,334515524.0,1498.0,335742500.0,1117332038.0,976028314.0,974534173.0,simmedium,2024-04-16 02:43:18.681915,rodinia,bfs_simmedium_t128_crunchy1,bfs,128,0.09,0.06,99.85,6.69,0.22166909911105215,crunchy1,x86_64,"32-bit, 64-bit",Little Endian,64,0-63,2,8,4,8,AuthenticAMD,21,1,AMD Opteron(TM) Processor 6272,2,2100.099,4200.19,AMD-V,16K,64K,2048K,6144K,0-7,8-15,32-39,40-47,48-55,56-63,16-23,24-31,256 GiB
