compute_time,branch-instructions,branch-misses,cache-misses,cache-references,cpu-cycles,instructions,Unnamed: 7,ref-cycles,stalled-cycles-backend,stalled-cycles-frontend,alignment-faults,bpf-output,context-switches,cpu-clock,cpu-migrations,dummy,emulation-faults,major-faults,minor-faults,page-faults,task-clock,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-prefetch-misses,L1-dcache-prefetches,L1-dcache-store-misses,L1-dcache-stores,L1-icache-load-misses,L1-icache-loads,LLC-load-misses,LLC-loads,LLC-prefetch-misses,LLC-prefetches,LLC-store-misses,LLC-stores,branch-load-misses,branch-loads,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,iTLB-load-misses,iTLB-loads,node-load-misses,node-loads,node-prefetch-misses,node-prefetches,node-store-misses,node-stores,mem-loads,msr/aperf/,msr/mperf/,msr/smi/,msr/tsc/,uncore/clockticks/,uncore/qhl_request_ioh_reads/,uncore/qhl_request_ioh_writes/,uncore/qhl_request_local_reads/,uncore/qhl_request_local_writes/,uncore/qhl_request_remote_reads/,uncore/qhl_request_remote_writes/,uncore/qmc_normal_reads_any/,uncore/qmc_writes_full_any/,cache_lock_cycles.l1d,cache_lock_cycles.l1d_l2,l1d.m_evict,l1d.m_repl,l1d.m_snoop_evict,l1d.repl,l1d_cache_prefetch_lock_fb_hit,l1d_prefetch.miss,l1d_prefetch.requests,l1d_prefetch.triggers,l1d_wb_l2.e_state,l1d_wb_l2.i_state,l1d_wb_l2.m_state,l1d_wb_l2.mesi,l1d_wb_l2.s_state,l2_data_rqsts.any,l2_data_rqsts.demand.e_state,l2_data_rqsts.demand.i_state,l2_data_rqsts.demand.m_state,l2_data_rqsts.demand.mesi,l2_data_rqsts.demand.s_state,l2_data_rqsts.prefetch.e_state,l2_data_rqsts.prefetch.i_state,l2_data_rqsts.prefetch.m_state,l2_data_rqsts.prefetch.mesi,l2_data_rqsts.prefetch.s_state,l2_lines_in.any,l2_lines_in.e_state,l2_lines_in.s_state,l2_lines_out.any,l2_lines_out.demand_clean,l2_lines_out.demand_dirty,l2_lines_out.prefetch_clean,l2_lines_out.prefetch_dirty,l2_rqsts.ifetch_hit,l2_rqsts.ifetch_miss,l2_rqsts.ifetches,l2_rqsts.ld_hit,l2_rqsts.ld_miss,l2_rqsts.loads,l2_rqsts.miss,l2_rqsts.prefetch_hit,l2_rqsts.prefetch_miss,l2_rqsts.prefetches,l2_rqsts.references,l2_rqsts.rfo_hit,l2_rqsts.rfo_miss,l2_rqsts.rfos,l2_transactions.any,l2_transactions.fill,l2_transactions.ifetch,l2_transactions.l1d_wb,l2_transactions.load,l2_transactions.prefetch,l2_transactions.rfo,l2_transactions.wb,l2_write.lock.e_state,l2_write.lock.hit,l2_write.lock.i_state,l2_write.lock.m_state,l2_write.lock.mesi,l2_write.lock.s_state,l2_write.rfo.hit,l2_write.rfo.i_state,l2_write.rfo.m_state,l2_write.rfo.mesi,l2_write.rfo.s_state,longest_lat_cache.miss,longest_lat_cache.reference,mem_inst_retired.latency_above_threshold_0,mem_inst_retired.latency_above_threshold_1024,mem_inst_retired.latency_above_threshold_128,mem_inst_retired.latency_above_threshold_16,mem_inst_retired.latency_above_threshold_16384,mem_inst_retired.latency_above_threshold_2048,mem_inst_retired.latency_above_threshold_256,mem_inst_retired.latency_above_threshold_32,mem_inst_retired.latency_above_threshold_32768,mem_inst_retired.latency_above_threshold_4,mem_inst_retired.latency_above_threshold_4096,mem_inst_retired.latency_above_threshold_512,mem_inst_retired.latency_above_threshold_64,mem_inst_retired.latency_above_threshold_8,mem_inst_retired.latency_above_threshold_8192,mem_inst_retired.loads,mem_inst_retired.stores,store_blocks.at_ret,store_blocks.l1d_block,size,run_time,benchmark,run_id,program,threads,host_cpu_user,host_cpu_system,host_cpu_idle,host_memused,speed_up,hostname,Architecture,CPU op-mode(s),Byte Order,CPU(s),On-line CPU(s) list,Thread(s) per core,Core(s) per socket,Socket(s),NUMA node(s),Vendor ID,CPU family,Model,Model name,Stepping,CPU MHz,BogoMIPS,Virtualization,L1d cache,L1i cache,L2 cache,L3 cache,NUMA node0 CPU(s),NUMA node1 CPU(s),total_memory,L1-icache-prefetches,NUMA node2 CPU(s),NUMA node3 CPU(s),NUMA node4 CPU(s),NUMA node5 CPU(s),NUMA node6 CPU(s),NUMA node7 CPU(s),bus-cycles,Unnamed: 8,mem-stores,power/energy-cores/,power/energy-pkg/,power/energy-ram/,uncore_imc_0/cas_count_read/,uncore_imc_0/cas_count_write/,uncore_imc_0/clockticks/,uncore_imc_1/cas_count_read/,uncore_imc_1/cas_count_write/,uncore_imc_1/clockticks/,uncore_imc_2/cas_count_read/,uncore_imc_2/cas_count_write/,uncore_imc_2/clockticks/,uncore_imc_3/cas_count_read/,uncore_imc_3/cas_count_write/,uncore_imc_3/clockticks/,CPU max MHz,CPU min MHz
0.115727,2730523332.0,15915518.0,3628988.0,14249127.0,5545394806.0,11376895106.0,,5017860577.0,430016343.0,759875518.0,0.0,0.0,126.0,2024.83,7.0,0.0,0.0,0.0,2619.0,2619.0,2024.94,16780801.0,2523658609.0,3738270.0,156792.0,6089771.0,1639282912.0,5169859.0,4644247812.0,2467448.0,8492538.0,323613.0,797309.0,602941.0,9993856.0,1429038677.0,2827018124.0,1198875.0,2552288651.0,1047814.0,1622751419.0,463056.0,11505868207.0,868723.0,2423887.0,77464.0,1116926.0,10534.0,866553.0,0.0,5651012061.0,5115871230.0,0.0,5116713485.0,,,,,,,,,,3172236.0,0.0,4236431.0,3227970.0,3211836.0,15017929.0,2797.0,157120.0,6782757.0,7132231.0,2159008.0,898929.0,697420.0,3661672.0,0.0,13273479.0,2319719.0,5632318.0,479519.0,6745922.0,473816.0,274072.0,2584625.0,134755.0,3202414.0,7644.0,8382957.0,7003164.0,1109531.0,6780892.0,4075721.0,695679.0,1767716.0,243103.0,3665181.0,601477.0,4238677.0,3117003.0,2835128.0,6058896.0,8298509.0,737839.0,3167677.0,3869104.0,17072231.0,1154480.0,3938366.0,5447961.0,48541561.0,9360827.0,4392726.0,5257815.0,6736649.0,4151726.0,4335015.0,3621629.0,247.0,869.0,437.0,254.0,1295.0,491.0,1053635.0,5558746.0,509715.0,6719754.0,7562.0,3746495.0,11511583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2534457829.0,1636178622.0,1162046.0,5402418.0,simlarge,2024-04-14 03:28:16.375035,,bfs_simlarge_t1_crackle1,bfs,1,0.1,0.1,99.75,10.34,1.0,crackle1,,,,16,,2,4,2,2,,6,44,,2,2527.191,5054.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0667331999999999,2788029675.0,17918581.0,4567480.0,15878754.0,5578493986.0,11416836078.0,,5061621361.0,519979844.0,796344314.0,0.0,0.0,141.0,2036.14,6.0,0.0,0.0,0.0,2525.0,2525.0,2036.24,14623598.0,2592475865.0,2319743.0,374970.0,2266946.0,1688753735.0,6083515.0,4614472466.0,1050116.0,1350894.0,183038.0,683045.0,875335.0,2500293.0,1408839278.0,2984378514.0,357481.0,2727787645.0,44395.0,1772526107.0,377761.0,12318931831.0,637666.0,1032244.0,15441.0,169681.0,5957.0,455445.0,0.0,5682153106.0,5144323032.0,0.0,5145280234.0,,,,,,,,,,41967351.0,0.0,1912890.0,1672419.0,2516745.0,5399440.0,3275.0,161267.0,3582601.0,3841046.0,739695.0,1225906.0,773295.0,2952082.0,0.0,4124239.0,722061.0,580792.0,549737.0,2860345.0,511709.0,292828.0,2192897.0,145911.0,2729389.0,8327.0,8254773.0,6226061.0,1479247.0,7240648.0,4277899.0,3315038.0,809864.0,263899.0,4002071.0,752449.0,4336915.0,3934756.0,4881761.0,9159297.0,13679094.0,781574.0,3794392.0,4339089.0,29046382.0,1374924.0,6565226.0,7634816.0,72942517.0,18146911.0,3681929.0,11001056.0,17333107.0,2926793.0,10823620.0,9939421.0,32.0,892.0,178.0,242.0,1050.0,604.0,1315069.0,6324447.0,535399.0,8371692.0,8122.0,7651050.0,22407321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2502599858.0,1609021394.0,1897332.0,4676032.0,simlarge,2024-04-14 03:28:43.672101,,bfs_simlarge_t2_crackle1,bfs,2,0.04,0.02,99.87,10.32,1.7341742940545335,crackle1,,,,16,,2,4,2,2,,6,44,,2,2527.191,5054.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0361026,2877428799.0,9500002.0,2474364.0,4702675.0,5653484808.0,12166917426.0,,5133118709.0,322731096.0,629688469.0,0.0,0.0,136.0,2065.01,9.0,0.0,0.0,0.0,2632.0,2632.0,2065.12,5086231.0,2738744132.0,1314544.0,162642.0,1892487.0,1779888873.0,6389315.0,4741755842.0,990090.0,1279705.0,214150.0,714063.0,1342856.0,2510874.0,1417768987.0,3005224624.0,415043.0,2742957221.0,50377.0,1782160535.0,549033.0,12430188972.0,423380.0,988348.0,11945.0,212380.0,5718.0,877384.0,0.0,5760327848.0,5215982059.0,0.0,5218222426.0,,,,,,,,,,42332697.0,0.0,1895996.0,1856449.0,2334888.0,4346456.0,3026.0,158594.0,4407529.0,4686980.0,813507.0,722232.0,713027.0,2270240.0,0.0,4800128.0,573149.0,1086440.0,566744.0,2317971.0,482297.0,247830.0,1749856.0,140367.0,2161684.0,8959.0,3925055.0,2601368.0,1024958.0,3279649.0,2011929.0,629459.0,1673280.0,518939.0,3373189.0,936592.0,3996963.0,2967702.0,5060487.0,8041337.0,15800833.0,743083.0,2831878.0,3730521.0,25656202.0,1224288.0,6764730.0,8030889.0,77529051.0,20241483.0,3710600.0,12662582.0,20692100.0,4455681.0,12220502.0,9794324.0,75.0,804.0,195.0,190.0,1050.0,545.0,1139678.0,9573151.0,542193.0,9295515.0,9957.0,8851874.0,22317288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2584041996.0,1633376686.0,2780389.0,3548495.0,simlarge,2024-04-14 03:29:11.103044,,bfs_simlarge_t4_crackle1,bfs,4,0.06,0.06,99.79,10.32,3.205503204755336,crackle1,,,,16,,2,4,2,2,,6,44,,2,2527.191,5054.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.024843,3032554072.0,9454495.0,2040931.0,4481422.0,5799292358.0,12652753923.0,,5257409429.0,301770551.0,607352465.0,0.0,0.0,145.0,2113.2,12.0,0.0,0.0,0.0,2539.0,2539.0,2113.32,4723728.0,2815354905.0,1341852.0,169498.0,1935148.0,1825745834.0,6360480.0,4877191545.0,1064513.0,1365270.0,178924.0,703897.0,498832.0,2561020.0,1447613779.0,3070405038.0,386513.0,2802385183.0,54194.0,1820922475.0,400141.0,12631643323.0,666857.0,1108774.0,22798.0,203948.0,7728.0,845151.0,0.0,5868485020.0,5339060258.0,0.0,5339969465.0,,,,,,,,,,41442392.0,0.0,1969163.0,1845237.0,2843055.0,5406943.0,3118.0,169577.0,4671090.0,4909663.0,1090377.0,804872.0,784100.0,2148451.0,0.0,4235839.0,490808.0,818838.0,515138.0,2408921.0,497038.0,291958.0,1804659.0,134023.0,3123811.0,12969.0,10055279.0,9218248.0,2982849.0,13830825.0,9108516.0,5226310.0,840663.0,378605.0,2986217.0,768218.0,3425511.0,6329477.0,16972597.0,24370036.0,34098817.0,594830.0,2792024.0,4495059.0,44432903.0,1400542.0,8433486.0,10859808.0,129017915.0,32403239.0,3458092.0,12317843.0,19046872.0,4512876.0,5855097.0,4010459.0,228.0,854.0,474.0,71.0,1496.0,691.0,911740.0,2726872.0,360810.0,2325781.0,8453.0,3065961.0,6267941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2814851005.0,1840549708.0,3268788.0,2856854.0,simlarge,2024-04-14 03:29:38.058999,,bfs_simlarge_t8_crackle1,bfs,8,0.04,0.04,99.83,10.32,4.65833433965302,crackle1,,,,16,,2,4,2,2,,6,44,,2,2527.191,5054.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0269206,3345088163.0,10586830.0,2533112.0,5066990.0,6392524703.0,13905390171.0,,5797293275.0,351001579.0,702083768.0,0.0,0.0,186.0,2331.23,33.0,0.0,0.0,0.0,2556.0,2556.0,2331.41,5230665.0,3101161814.0,1480877.0,182432.0,2383825.0,2011541144.0,7104767.0,5356164011.0,1174686.0,1501566.0,183352.0,750521.0,556662.0,1972152.0,1602818072.0,3398321365.0,400465.0,3097657314.0,55945.0,2010802635.0,580361.0,14055356989.0,735150.0,1230774.0,19795.0,172384.0,8293.0,444690.0,0.0,6450178869.0,5889731181.0,0.0,5890829444.0,,,,,,,,,,48162437.0,0.0,2979111.0,1523253.0,2527271.0,5442072.0,3499.0,198793.0,4255957.0,4437218.0,906843.0,481003.0,801535.0,2553300.0,0.0,5605631.0,675010.0,1105051.0,643434.0,2470111.0,514419.0,277856.0,1791717.0,144612.0,2444740.0,9783.0,6423283.0,3865370.0,1221966.0,3988577.0,2707912.0,1592731.0,1651984.0,513652.0,2853213.0,962848.0,3620411.0,4512192.0,9880530.0,17117612.0,28919388.0,588073.0,1767636.0,1920991.0,47001334.0,1306996.0,12144950.0,12700833.0,137713396.0,40737623.0,2540035.0,12229168.0,23244560.0,3275883.0,4947019.0,2503395.0,122.0,864.0,597.0,286.0,1975.0,769.0,777574.0,1793252.0,402253.0,2557671.0,8664.0,2494558.0,3383274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3095123091.0,2024415809.0,3545385.0,3143072.0,simlarge,2024-04-14 03:30:04.887135,,bfs_simlarge_t16_crackle1,bfs,16,0.02,0.04,99.87,10.32,4.298826920648128,crackle1,,,,16,,2,4,2,2,,6,44,,2,2527.191,5054.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0353278,3217197466.0,10020717.0,2332518.0,5137702.0,6101961250.0,13232124301.0,,5530328124.0,366239648.0,675847075.0,0.0,0.0,1647.0,2216.22,292.0,0.0,0.0,0.0,2591.0,2591.0,2217.42,5758941.0,2956460753.0,1436946.0,247382.0,1784141.0,1932637447.0,6632351.0,5163943017.0,1083174.0,1423143.0,226931.0,807672.0,1394118.0,2726913.0,1531948380.0,3267220731.0,647517.0,2927614921.0,45694.0,1884253521.0,455108.0,13183848682.0,513077.0,1395397.0,23734.0,239096.0,4407.0,793704.0,0.0,6134843218.0,5594283405.0,0.0,5595335849.0,,,,,,,,,,34751982.0,0.0,2535339.0,2357594.0,2362947.0,4613287.0,5452.0,421314.0,4698316.0,4878988.0,2675606.0,1378967.0,757755.0,5845176.0,0.0,11037110.0,568830.0,6601332.0,492020.0,9302573.0,1591928.0,285214.0,1923490.0,138544.0,2332990.0,9441.0,6983232.0,4817844.0,2579605.0,6713708.0,4308600.0,1722280.0,1544491.0,442636.0,4300738.0,1818621.0,6259784.0,5069896.0,13861548.0,20282912.0,32813021.0,866133.0,3522090.0,4395013.0,45331809.0,1051688.0,8078619.0,8252295.0,94944446.0,22850270.0,5072539.0,5494804.0,14005342.0,3715250.0,2567541.0,1229825.0,136.0,802.0,739.0,96.0,1418.0,425.0,794734.0,913145.0,367686.0,1720595.0,8360.0,1757611.0,2918032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2975156155.0,1945921025.0,3464243.0,2873623.0,simlarge,2024-04-14 03:30:31.727835,,bfs_simlarge_t32_crackle1,bfs,32,0.02,0.02,99.92,10.32,3.275805456326179,crackle1,,,,16,,2,4,2,2,,6,44,,2,2527.191,5054.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0452284,3285346651.0,10176944.0,2428670.0,4816221.0,6247603204.0,13501136622.0,,5670510569.0,505687216.0,675494440.0,0.0,0.0,3231.0,2250.53,672.0,0.0,0.0,0.0,2661.0,2661.0,2253.0,5374164.0,3030788559.0,1340685.0,262494.0,2061948.0,1967316836.0,6926256.0,5230410547.0,1210011.0,1670882.0,176266.0,988581.0,1393724.0,3006734.0,1538799284.0,3286938195.0,692679.0,2995517219.0,58441.0,1937382022.0,569791.0,13568750943.0,839448.0,1315145.0,29042.0,164766.0,11878.0,915306.0,0.0,6223001707.0,5675969772.0,0.0,5676278829.0,,,,,,,,,,39681851.0,0.0,2404720.0,2420509.0,2813387.0,5413683.0,11136.0,248478.0,4204763.0,4186096.0,968080.0,1131621.0,762803.0,3087867.0,0.0,4521380.0,477486.0,588089.0,532959.0,2091103.0,497640.0,275622.0,1738046.0,150994.0,2170377.0,8822.0,4358430.0,3418918.0,1210344.0,6089607.0,4827803.0,1884250.0,2105142.0,587025.0,5729973.0,2743835.0,8665494.0,7443391.0,20442428.0,28898207.0,40151095.0,761253.0,2781174.0,3544969.0,45385199.0,978511.0,7810561.0,7951570.0,89963308.0,20123948.0,6948971.0,6872038.0,12070092.0,3666507.0,5286886.0,3485017.0,86.0,1182.0,602.0,493.0,1601.0,491.0,841342.0,955981.0,373695.0,1731793.0,7562.0,1604327.0,2793027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3026001234.0,1976505616.0,3511388.0,2763947.0,simlarge,2024-04-14 03:30:58.581119,,bfs_simlarge_t64_crackle1,bfs,64,0.08,0.04,99.83,10.34,2.5587241644630363,crackle1,,,,16,,2,4,2,2,,6,44,,2,2527.191,5054.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0785678,3558513624.0,10972432.0,2378390.0,5598192.0,6762559121.0,14683755395.0,,6134882491.0,359911819.0,715981782.0,0.0,0.0,6368.0,2356.59,1590.0,0.0,0.0,0.0,2805.0,2805.0,2363.77,5667400.0,3292029039.0,1500285.0,530133.0,2092169.0,2108213553.0,8050112.0,5616557050.0,1225532.0,1977419.0,315852.0,1618476.0,982570.0,2709184.0,1645632465.0,3532452100.0,825631.0,3271716417.0,59035.0,2115017982.0,568692.0,14824626614.0,533843.0,1259724.0,17120.0,326195.0,7521.0,693147.0,0.0,6486162234.0,5925105958.0,0.0,5923182041.0,,,,,,,,,,27952186.0,0.0,2083662.0,2094613.0,2635822.0,5010902.0,6487.0,251055.0,4347116.0,4481222.0,864472.0,668097.0,844438.0,2658545.0,0.0,4659400.0,518981.0,639249.0,579204.0,2281979.0,553867.0,302185.0,1904999.0,159543.0,2409285.0,16942.0,11668543.0,8851974.0,6604157.0,20202695.0,14879324.0,5037212.0,3014814.0,690880.0,6436586.0,2789272.0,8252867.0,6951645.0,19267061.0,22890938.0,27512097.0,901835.0,2632800.0,3991173.0,34092606.0,1099364.0,5307678.0,5876282.0,59103038.0,11422333.0,6782143.0,6149667.0,10367686.0,3620266.0,5152446.0,3029305.0,289.0,1200.0,700.0,317.0,2172.0,1247.0,968476.0,1384248.0,428645.0,2185616.0,8924.0,2024300.0,3517059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3294748414.0,2153080556.0,3842295.0,3247556.0,simlarge,2024-04-14 03:31:25.490001,,bfs_simlarge_t128_crackle1,bfs,128,0.02,0.06,99.87,10.35,1.4729571147467535,crackle1,,,,16,,2,4,2,2,,6,44,,2,2527.191,5054.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.167873,2850296269.0,21183389.0,5955842.0,47506619.0,6882295963.0,11742753016.0,,,1352916534.0,264240586.0,0.0,0.0,132.0,2900.8,5.0,0.0,0.0,0.0,4132.0,4132.0,2900.92,32222021.0,4365533748.0,80.0,11141084.0,,,2868679.0,3411668129.0,5654470.0,46282119.0,,,,9526118.0,20979063.0,2830124813.0,336524.0,4344258851.0,,,146.0,3377301091.0,,,,,,,,6961789971.0,6091539525.0,,6091514653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simlarge,2024-04-13 06:59:16.032008,,bfs_simlarge_t1_crunchy1,bfs,1,0.04,0.03,99.94,3.92,1.0,crunchy1,,,,64,,2,8,4,8,,21,1,,2,2100.099,4200.19,,,,,,,,,15006.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0.111514,2850431646.0,24694851.0,5663946.0,57609201.0,7102140085.0,11720884103.0,,,1444175662.0,361676117.0,0.0,0.0,138.0,2993.52,5.0,0.0,0.0,0.0,3859.0,3859.0,2993.64,38310912.0,4359882783.0,128.0,11946717.0,,,5949761.0,3430140548.0,6205613.0,50552511.0,,,,8495843.0,25185582.0,2850555263.0,248170.0,4350561607.0,,,302.0,3405013029.0,,,,,,,,7184310941.0,6286244628.0,,6286216639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simlarge,2024-04-13 06:59:47.489311,,bfs_simlarge_t2_crunchy1,bfs,2,0.06,0.09,99.85,3.95,1.5053984253098265,crunchy1,,,,64,,2,8,4,8,,21,1,,2,2100.099,4200.19,,,,,,,,,9340.0,,,,,,,,,,,,,,,,,,,,,,,,,,
